sequence_length,gc_content_pct,at_content_pct,a_count,t_count,g_count,c_count,gc_at_ratio,top_kmer_freq,unique_kmers_count,is_anomaly,risk_level,mutation_type
976,50.62,49.38,240,242,247,247,1.0249,15,58,0,Low,Wildtype
997,53.85,46.15,230,238,275,254,1.1303,34,62,1,Medium,Single Nucleotide Polymorphism
955,52.61,47.39,226,231,257,241,1.0897,27,50,1,Medium,Single Nucleotide Polymorphism
1027,50.61,49.39,253,256,259,259,1.0177,18,55,0,Low,Wildtype
1029,53.74,46.26,238,247,281,263,1.1216,30,56,1,Medium,Single Nucleotide Polymorphism
1025,54.83,45.17,231,237,286,271,1.1902,26,62,1,Medium,Single Nucleotide Polymorphism
1098,51.58,48.42,279,253,283,283,1.0639,44,61,1,Medium,Insertion
1043,51.44,48.56,266,241,268,268,1.0572,28,63,1,Medium,Insertion
950,55.25,44.75,212,214,262,262,1.23,16,59,0,Low,Wildtype
979,53.29,46.71,228,234,267,250,1.119,22,60,1,Medium,Single Nucleotide Polymorphism
1045,46.88,53.12,292,264,244,245,0.8795,39,64,1,Medium,Insertion
993,59.8,40.2,199,203,304,287,1.4701,35,52,1,Medium,Single Nucleotide Polymorphism
924,41.53,58.47,270,272,191,191,0.7048,24,50,1,High,Deletion
1072,45.74,54.26,306,276,245,245,0.8419,29,60,1,Medium,Insertion
1021,52.02,47.98,244,247,265,265,1.0794,21,55,0,Low,Wildtype
957,52.03,47.97,229,232,248,248,1.0759,19,61,0,Low,Wildtype
1121,48.66,51.34,302,274,272,273,0.9462,33,62,1,Medium,Insertion
988,48.33,51.67,255,257,238,238,0.9297,22,58,0,Low,Wildtype
993,48.77,51.23,254,261,247,231,0.9282,28,63,1,Medium,Single Nucleotide Polymorphism
990,62.12,37.88,187,183,341,279,1.6757,51,54,1,Critical,Frameshift Mutation
992,54.99,45.01,223,225,283,261,1.2143,24,55,1,Medium,Single Nucleotide Polymorphism
1035,53.63,46.37,239,242,289,265,1.1518,27,58,1,Medium,Single Nucleotide Polymorphism
1132,49.47,50.53,301,272,279,280,0.9756,40,65,1,Medium,Insertion
1000,52.11,47.89,239,244,267,250,1.0704,26,58,1,Medium,Single Nucleotide Polymorphism
1003,56.9,43.1,216,219,294,274,1.3057,29,55,1,Medium,Single Nucleotide Polymorphism
983,53.58,46.42,228,224,292,239,1.1748,51,48,1,Critical,Frameshift Mutation
1030,56.96,43.04,221,225,300,284,1.3094,30,55,1,Medium,Single Nucleotide Polymorphism
1008,62.89,37.11,187,181,352,288,1.7391,52,45,1,Critical,Frameshift Mutation
1011,61.69,38.31,193,189,346,283,1.6466,42,41,1,Critical,Frameshift Mutation
1031,58.24,41.76,215,216,300,300,1.3921,16,62,0,Low,Wildtype
990,51.98,48.02,237,239,257,257,1.0798,23,57,0,Low,Wildtype
959,51.83,48.17,230,233,248,248,1.0713,19,60,0,Low,Wildtype
1010,52.07,47.93,242,244,262,262,1.0782,20,54,0,Low,Wildtype
977,51.81,48.19,235,236,253,253,1.0743,20,62,0,Low,Wildtype
1082,53.83,46.17,262,237,291,292,1.1683,39,65,1,Medium,Insertion
1019,49.72,50.28,256,257,253,253,0.9864,17,59,0,Low,Wildtype
1017,53.34,46.66,237,238,271,271,1.1411,15,60,0,Low,Wildtype
919,50.82,49.18,225,228,233,233,1.0287,29,45,1,High,Deletion
1020,50.16,49.84,254,256,255,255,1.0,22,57,0,Low,Wildtype
858,38.56,61.44,263,265,165,165,0.625,24,51,1,High,Deletion
1050,54.14,45.86,240,242,284,284,1.1784,18,61,0,Low,Wildtype
969,52.8,47.2,228,231,255,255,1.1111,23,59,0,Low,Wildtype
1082,45.39,54.61,310,281,245,246,0.8308,36,60,1,Medium,Insertion
1157,51.44,48.56,295,267,297,298,1.0587,36,62,1,Medium,Insertion
967,43.32,56.68,274,275,209,209,0.7614,23,52,1,High,Deletion
1164,57.68,42.32,259,234,335,336,1.3611,35,64,1,Medium,Insertion
887,41.42,58.58,259,262,183,183,0.7025,16,48,1,High,Deletion
1031,52.99,47.01,242,243,273,273,1.1258,17,62,0,Low,Wildtype
1022,53.63,46.37,236,238,274,274,1.1561,16,58,0,Low,Wildtype
879,43.96,56.04,246,247,193,193,0.783,27,51,1,High,Deletion
881,50.68,49.32,217,218,223,223,1.0253,30,50,1,High,Deletion
1055,56.38,43.62,230,225,330,270,1.3187,42,48,1,Critical,Frameshift Mutation
978,56.38,43.62,213,221,283,261,1.2535,27,57,1,Medium,Single Nucleotide Polymorphism
947,57.92,42.08,199,202,279,267,1.3616,27,57,1,Medium,Single Nucleotide Polymorphism
913,50.73,49.27,224,227,231,231,1.0244,19,54,1,High,Deletion
1001,49.78,50.22,251,252,249,249,0.9901,12,56,0,Low,Wildtype
978,59.15,40.85,199,196,321,262,1.4759,42,52,1,Critical,Frameshift Mutation
906,51.13,48.87,221,223,231,231,1.0405,28,50,1,High,Deletion
955,51.8,48.2,230,231,256,238,1.0716,32,59,1,Medium,Single Nucleotide Polymorphism
896,51.39,48.61,217,219,230,230,1.055,27,48,1,High,Deletion
876,45.61,54.39,238,240,199,199,0.8326,28,55,1,High,Deletion
977,51.03,48.97,239,240,249,249,1.0397,21,63,0,Low,Wildtype
1015,55.6,44.4,225,221,313,256,1.2758,37,56,1,Critical,Frameshift Mutation
994,52.2,47.8,237,237,271,249,1.097,30,58,1,Medium,Single Nucleotide Polymorphism
951,45.54,54.46,258,261,216,216,0.8324,24,45,1,High,Deletion
1011,51.59,48.41,244,247,260,260,1.0591,23,63,0,Low,Wildtype
929,44.4,55.6,258,259,206,206,0.7969,24,52,1,High,Deletion
1024,52.77,47.23,241,244,281,258,1.1113,30,55,1,Medium,Single Nucleotide Polymorphism
1026,50.74,49.26,252,254,260,260,1.0277,18,61,0,Low,Wildtype
999,62.27,37.73,188,184,345,282,1.6855,42,46,1,Critical,Frameshift Mutation
975,48.13,51.87,252,255,234,234,0.9231,22,57,0,Low,Wildtype
990,53.31,46.69,231,233,263,263,1.1336,22,60,0,Low,Wildtype
965,58.49,41.51,200,196,313,256,1.4369,34,43,1,Critical,Frameshift Mutation
950,57.69,42.31,200,197,304,249,1.3929,48,38,1,Critical,Frameshift Mutation
986,59.27,40.73,200,202,300,284,1.4527,30,56,1,Medium,Single Nucleotide Polymorphism
1124,44.29,55.71,329,298,248,249,0.7927,25,62,1,Medium,Insertion
1040,56.85,43.15,224,227,304,285,1.306,25,61,1,Medium,Single Nucleotide Polymorphism
1003,51.8,48.2,241,244,259,259,1.068,18,59,0,Low,Wildtype
1046,50.5,49.5,258,260,264,264,1.0193,15,57,0,Low,Wildtype
1050,43.63,56.37,311,281,229,229,0.7736,40,64,1,Medium,Insertion
875,48.22,51.78,226,229,210,210,0.9231,24,45,1,High,Deletion
874,43.59,56.41,246,248,190,190,0.7692,23,56,1,High,Deletion
917,44.75,55.25,253,254,205,205,0.8087,24,48,1,High,Deletion
1011,50.58,49.42,249,252,255,255,1.018,19,54,0,Low,Wildtype
1001,60.03,39.97,200,202,313,286,1.49,26,61,1,Medium,Single Nucleotide Polymorphism
973,53.92,46.08,224,225,262,262,1.167,18,59,0,Low,Wildtype
922,55.24,44.76,206,208,264,244,1.2271,28,59,1,Medium,Single Nucleotide Polymorphism
989,53.01,46.99,232,240,269,248,1.0953,25,57,1,Medium,Single Nucleotide Polymorphism
917,45.78,54.22,248,251,209,209,0.8377,26,46,1,High,Deletion
979,53.97,46.03,225,220,278,256,1.2,24,55,1,Medium,Single Nucleotide Polymorphism
1016,54.46,45.54,231,233,276,276,1.1897,16,60,0,Low,Wildtype
937,50.83,49.17,230,231,238,238,1.0325,17,58,0,Low,Wildtype
832,42.33,57.67,239,241,176,176,0.7333,25,55,1,High,Deletion
1156,54.08,45.92,279,252,312,313,1.177,44,63,1,Medium,Insertion
994,53.21,46.79,232,234,264,264,1.133,17,63,0,Low,Wildtype
1033,53.5,46.5,240,241,276,276,1.1476,18,59,0,Low,Wildtype
1122,43.49,56.51,333,301,243,245,0.7697,37,70,1,Medium,Insertion
937,55.45,44.55,208,211,259,259,1.2363,17,60,0,Low,Wildtype
940,43.3,56.7,266,268,203,203,0.7603,22,41,1,High,Deletion
1060,48.35,51.65,288,260,256,256,0.9343,30,61,1,Medium,Insertion
1036,51.03,48.97,253,255,264,264,1.0394,22,58,0,Low,Wildtype
1009,51.11,48.89,246,249,257,257,1.0384,20,57,0,Low,Wildtype
1021,60.57,39.43,201,196,343,281,1.5718,36,39,1,Critical,Frameshift Mutation
987,60.69,39.31,193,197,311,286,1.5308,25,53,1,Medium,Single Nucleotide Polymorphism
970,52.3,47.7,231,239,259,241,1.0638,27,58,1,Medium,Single Nucleotide Polymorphism
970,48.94,51.06,247,249,237,237,0.9556,25,52,1,High,Deletion
970,55.1,44.9,217,215,296,242,1.2454,56,42,1,Critical,Frameshift Mutation
940,62.9,37.1,174,170,328,268,1.7326,41,43,1,Critical,Frameshift Mutation
819,43.43,56.57,231,234,177,177,0.7613,24,50,1,High,Deletion
958,55.35,44.65,213,214,278,253,1.2436,23,58,1,Medium,Single Nucleotide Polymorphism
998,52.97,47.03,234,236,264,264,1.1234,13,60,0,Low,Wildtype
987,43.51,56.49,278,281,214,214,0.7657,18,53,1,High,Deletion
983,53.38,46.62,229,237,269,248,1.1094,32,57,1,Medium,Single Nucleotide Polymorphism
1025,53.09,46.91,240,236,283,266,1.1534,32,54,1,Medium,Single Nucleotide Polymorphism
974,56.96,43.04,209,205,308,252,1.3527,45,48,1,Critical,Frameshift Mutation
1006,52.51,47.49,238,240,264,264,1.1046,17,57,0,Low,Wildtype
1010,53.8,46.2,233,235,285,257,1.1581,29,56,1,Medium,Single Nucleotide Polymorphism
1034,55.64,44.36,229,231,287,287,1.2478,13,57,0,Low,Wildtype
1001,55.23,44.77,224,223,285,269,1.2394,35,60,1,Medium,Single Nucleotide Polymorphism
993,53.72,46.28,229,232,266,266,1.154,19,61,0,Low,Wildtype
1005,50.18,49.82,250,251,252,252,1.006,14,59,0,Low,Wildtype
1004,50.64,49.36,247,249,254,254,1.0242,19,64,0,Low,Wildtype
1057,50.33,49.67,276,250,265,266,1.0095,32,59,1,Medium,Insertion
1062,51.03,48.97,273,247,270,272,1.0423,32,66,1,Medium,Insertion
1016,51.99,48.01,243,253,269,251,1.0484,20,61,1,Medium,Single Nucleotide Polymorphism
1011,62.17,37.83,191,186,349,285,1.6817,45,45,1,Critical,Frameshift Mutation
964,56.59,43.41,209,206,282,267,1.3229,30,57,1,Medium,Single Nucleotide Polymorphism
961,52.53,47.47,228,229,252,252,1.1028,18,57,0,Low,Wildtype
942,47.79,52.21,245,247,225,225,0.9146,25,49,1,High,Deletion
1010,55.91,44.09,222,224,282,282,1.2646,17,58,0,Low,Wildtype
967,58.44,41.56,200,198,313,256,1.4296,35,50,1,Critical,Frameshift Mutation
978,50.48,49.52,242,244,246,246,1.0123,22,60,0,Low,Wildtype
1003,59.1,40.9,205,200,329,269,1.4765,49,34,1,Critical,Frameshift Mutation
1034,51.33,48.67,251,253,265,265,1.0516,19,62,0,Low,Wildtype
844,42.16,57.84,244,246,177,177,0.7224,30,48,1,High,Deletion
1069,61.87,38.13,203,205,339,322,1.6201,26,58,1,Medium,Single Nucleotide Polymorphism
1001,52.41,47.59,238,234,291,238,1.1208,35,46,1,Critical,Frameshift Mutation
1052,52.04,47.96,252,254,273,273,1.0791,18,61,0,Low,Wildtype
961,61.11,38.89,186,185,307,283,1.5903,35,59,1,Medium,Single Nucleotide Polymorphism
1049,57.49,42.51,222,218,335,274,1.3841,46,48,1,Critical,Frameshift Mutation
988,55.2,44.8,221,222,283,262,1.2302,30,56,1,Medium,Single Nucleotide Polymorphism
1193,37.34,62.66,393,355,222,223,0.5949,25,64,1,Medium,Insertion
1087,49.68,50.32,287,260,270,270,0.9872,37,62,1,Medium,Insertion
992,59.86,40.14,199,204,301,288,1.4615,33,53,1,Medium,Single Nucleotide Polymorphism
1102,47.03,52.97,307,277,259,259,0.887,43,65,1,Medium,Insertion
978,57.08,42.92,209,211,292,266,1.3286,29,54,1,Medium,Single Nucleotide Polymorphism
980,54.86,45.14,221,217,298,244,1.2374,46,39,1,Critical,Frameshift Mutation
1041,51.46,48.54,252,255,267,267,1.0533,20,62,0,Low,Wildtype
1032,50.87,49.13,253,255,262,262,1.0315,16,59,0,Low,Wildtype
1018,57.45,42.55,216,213,324,265,1.373,47,43,1,Critical,Frameshift Mutation
892,47.96,52.04,232,234,213,213,0.9142,22,44,1,High,Deletion
979,59.14,40.86,200,195,303,281,1.4785,28,59,1,Medium,Single Nucleotide Polymorphism
1149,43.92,56.08,339,306,252,252,0.7814,33,64,1,Medium,Insertion
981,52.14,47.86,234,237,255,255,1.0828,21,59,0,Low,Wildtype
982,53.31,46.69,229,231,261,261,1.1348,19,58,0,Low,Wildtype
940,54.17,45.83,215,219,263,243,1.1659,30,55,1,Medium,Single Nucleotide Polymorphism
999,54.03,45.97,229,230,278,262,1.1765,35,57,1,Medium,Single Nucleotide Polymorphism
956,56.81,43.19,206,208,280,262,1.3092,25,59,1,Medium,Single Nucleotide Polymorphism
986,50.61,49.39,243,245,249,249,1.0205,14,56,0,Low,Wildtype
990,60.79,39.21,194,189,334,273,1.5849,34,49,1,Critical,Frameshift Mutation
980,63.72,36.28,177,174,346,283,1.792,48,43,1,Critical,Frameshift Mutation
1058,50.44,49.56,275,249,266,268,1.0191,39,63,1,Medium,Insertion
986,57.07,42.93,211,211,289,275,1.3365,23,57,1,Medium,Single Nucleotide Polymorphism
976,54.66,45.34,221,223,266,266,1.1982,14,61,0,Low,Wildtype
916,52.32,47.68,218,220,239,239,1.0913,22,55,1,High,Deletion
1200,44.19,55.81,352,318,265,265,0.791,40,63,1,Medium,Insertion
1027,53.09,46.91,240,243,272,272,1.1263,22,60,0,Low,Wildtype
1018,56.38,43.62,222,218,318,260,1.3136,46,57,1,Critical,Frameshift Mutation
896,43.86,56.14,251,253,196,196,0.7778,27,51,1,High,Deletion
1033,54.11,45.89,237,232,310,254,1.2026,38,43,1,Critical,Frameshift Mutation
1090,46.51,53.49,306,277,253,254,0.8696,38,60,1,Medium,Insertion
1061,50.84,49.16,274,248,269,270,1.0326,29,64,1,Medium,Insertion
1011,53.92,46.08,232,228,285,266,1.1978,29,54,1,Medium,Single Nucleotide Polymorphism
969,58.81,41.19,199,195,316,259,1.4594,38,54,1,Critical,Frameshift Mutation
885,45.76,54.24,240,241,202,202,0.8399,28,52,1,High,Deletion
1037,51.16,48.84,253,254,265,265,1.0454,14,60,0,Low,Wildtype
998,51.6,48.4,241,243,257,257,1.062,21,60,0,Low,Wildtype
1007,55.02,44.98,226,223,291,267,1.2428,29,55,1,Medium,Single Nucleotide Polymorphism
877,37.57,62.43,273,276,164,164,0.5974,27,48,1,High,Deletion
1040,69.19,30.81,160,154,399,327,2.3121,48,39,1,Critical,Frameshift Mutation
1036,55.47,44.53,230,232,287,287,1.2424,21,57,0,Low,Wildtype
940,58.13,41.87,196,206,278,260,1.3383,27,48,1,Medium,Single Nucleotide Polymorphism
1020,55.06,44.94,229,232,291,268,1.2126,23,54,1,Medium,Single Nucleotide Polymorphism
1016,50.48,49.52,251,248,284,233,1.0361,45,43,1,Critical,Frameshift Mutation
899,56.06,43.94,197,198,252,252,1.2759,22,54,1,High,Deletion
933,39.62,60.38,281,284,184,184,0.6513,21,48,1,High,Deletion
1042,48.54,51.46,268,263,266,245,0.9623,27,60,1,Medium,Single Nucleotide Polymorphism
992,50.01,49.99,247,249,253,243,1.0,32,57,1,Medium,Single Nucleotide Polymorphism
1049,53.57,46.43,243,246,280,280,1.1452,22,58,0,Low,Wildtype
976,52.69,47.31,230,232,257,257,1.1126,13,60,0,Low,Wildtype
922,50.32,49.68,229,231,231,231,1.0043,26,55,1,High,Deletion
884,38.05,61.95,273,275,168,168,0.6131,21,52,1,High,Deletion
1007,52.48,47.52,239,235,293,240,1.1245,44,40,1,Critical,Frameshift Mutation
1035,71.6,28.4,146,142,411,336,2.5938,51,47,1,Critical,Frameshift Mutation
999,57.32,42.68,213,217,297,272,1.3233,29,57,1,Medium,Single Nucleotide Polymorphism
892,45.71,54.29,242,244,203,203,0.8354,20,45,1,High,Deletion
1027,61.19,38.81,199,194,349,285,1.6132,38,45,1,Critical,Frameshift Mutation
969,48.0,52.0,251,254,232,232,0.9188,26,49,1,High,Deletion
969,54.46,45.54,220,223,263,263,1.1874,15,63,0,Low,Wildtype
991,60.77,39.23,194,198,311,288,1.5281,25,56,1,Medium,Single Nucleotide Polymorphism
1012,52.15,47.85,242,244,263,263,1.0823,16,59,0,Low,Wildtype
1001,49.36,50.64,253,250,274,224,0.9901,44,41,1,Critical,Frameshift Mutation
1105,47.88,52.12,303,274,264,264,0.9151,30,67,1,Medium,Insertion
970,47.51,52.49,254,256,230,230,0.902,22,58,0,Low,Wildtype
1114,46.57,53.43,313,283,259,259,0.8691,47,61,1,Medium,Insertion
1047,53.96,46.04,253,229,282,283,1.1722,30,61,1,Medium,Insertion
993,56.23,43.77,217,220,287,269,1.2723,28,55,1,Medium,Single Nucleotide Polymorphism
1029,52.51,47.49,244,245,270,270,1.1043,12,61,0,Low,Wildtype
1097,53.56,46.44,268,242,293,294,1.151,39,63,1,Medium,Insertion
952,53.59,46.41,220,223,262,247,1.149,29,65,1,Medium,Single Nucleotide Polymorphism
937,37.1,62.9,294,297,173,173,0.5854,21,45,1,High,Deletion
958,52.97,47.03,225,221,264,248,1.148,24,53,1,Medium,Single Nucleotide Polymorphism
970,46.74,53.26,258,260,226,226,0.8726,34,52,1,High,Deletion
1005,57.42,42.58,213,225,293,274,1.2945,25,56,1,Medium,Single Nucleotide Polymorphism
1059,53.5,46.5,246,248,292,273,1.1437,27,57,1,Medium,Single Nucleotide Polymorphism
941,43.96,56.04,263,266,206,206,0.7788,21,49,1,High,Deletion
1012,57.25,42.75,216,220,295,281,1.3211,32,56,1,Medium,Single Nucleotide Polymorphism
1038,52.43,47.57,246,248,272,272,1.1012,21,61,0,Low,Wildtype
954,55.49,44.51,212,214,264,264,1.2394,18,61,0,Low,Wildtype
861,47.02,52.98,228,229,202,202,0.884,18,51,1,High,Deletion
1095,45.54,54.46,313,283,249,250,0.8372,38,61,1,Medium,Insertion
1054,50.97,49.03,272,246,268,268,1.0347,28,62,1,Medium,Insertion
984,50.9,49.1,241,243,250,250,1.0331,16,59,0,Low,Wildtype
1008,47.0,53.0,267,269,236,236,0.8806,10,59,0,Low,Wildtype
994,52.38,47.62,236,238,260,260,1.097,15,60,0,Low,Wildtype
1003,53.8,46.2,231,240,276,256,1.1295,30,58,1,Medium,Single Nucleotide Polymorphism
1063,57.79,42.21,224,234,312,293,1.321,26,57,1,Medium,Single Nucleotide Polymorphism
997,55.76,44.24,220,222,291,264,1.2557,32,60,1,Medium,Single Nucleotide Polymorphism
992,54.5,45.5,225,221,283,263,1.2242,32,55,1,Medium,Single Nucleotide Polymorphism
1055,54.97,45.03,237,233,322,263,1.2447,38,42,1,Critical,Frameshift Mutation
1045,53.33,46.67,243,246,278,278,1.137,15,56,0,Low,Wildtype
990,55.36,44.64,220,218,284,268,1.2603,30,61,1,Medium,Single Nucleotide Polymorphism
845,55.58,44.42,187,190,234,234,1.2414,22,55,1,High,Deletion
1043,59.81,40.19,209,212,318,304,1.4774,32,54,1,Medium,Single Nucleotide Polymorphism
1161,47.28,52.72,322,291,274,274,0.894,32,65,1,Medium,Insertion
875,51.4,48.6,212,215,224,224,1.0492,25,40,1,High,Deletion
982,70.39,29.61,145,139,384,314,2.4577,48,32,1,Critical,Frameshift Mutation
971,55.26,44.74,217,218,268,268,1.2322,16,57,0,Low,Wildtype
995,70.34,29.66,147,142,388,318,2.4429,48,45,1,Critical,Frameshift Mutation
962,53.81,46.19,222,228,267,245,1.1378,25,54,1,Medium,Single Nucleotide Polymorphism
983,53.43,46.57,228,231,262,262,1.1416,16,59,0,Low,Wildtype
968,59.68,40.32,195,201,297,275,1.4444,30,60,1,Medium,Single Nucleotide Polymorphism
993,72.21,27.79,137,133,398,325,2.6778,48,43,1,Critical,Frameshift Mutation
1004,54.89,45.11,226,235,281,262,1.1779,24,52,1,Medium,Single Nucleotide Polymorphism
993,52.64,47.36,235,236,261,261,1.1083,17,58,0,Low,Wildtype
1047,48.45,51.55,284,257,253,253,0.9353,39,67,1,Medium,Insertion
1017,46.98,53.02,269,272,238,238,0.8799,17,60,0,Low,Wildtype
1028,52.37,47.63,244,246,269,269,1.098,21,60,0,Low,Wildtype
1046,51.12,48.88,255,257,267,267,1.043,18,61,0,Low,Wildtype
982,50.42,49.58,243,245,247,247,1.0123,16,58,0,Low,Wildtype
1015,48.33,51.67,262,263,245,245,0.9333,13,63,0,Low,Wildtype
978,52.4,47.6,232,234,256,256,1.0987,13,60,0,Low,Wildtype
1100,41.75,58.25,337,305,229,229,0.7134,27,65,1,Medium,Insertion
987,53.57,46.43,229,230,264,264,1.1503,14,58,0,Low,Wildtype
1019,48.14,51.86,264,265,245,245,0.9263,20,62,0,Low,Wildtype
863,45.57,54.43,234,237,196,196,0.8323,20,54,1,High,Deletion
1010,55.32,44.68,225,225,288,272,1.2444,26,53,1,Medium,Single Nucleotide Polymorphism
1142,47.03,52.97,318,288,268,268,0.8845,31,65,1,Medium,Insertion
959,51.17,48.83,234,235,245,245,1.0448,18,60,0,Low,Wildtype
994,52.79,47.21,234,236,262,262,1.1149,20,61,0,Low,Wildtype
970,51.43,48.57,235,237,249,249,1.0551,21,61,0,Low,Wildtype
958,52.7,47.3,226,228,252,252,1.1101,12,60,0,Low,Wildtype
1056,50.1,49.9,263,265,264,264,1.0,15,61,0,Low,Wildtype
953,50.73,49.27,234,237,241,241,1.0234,19,58,0,Low,Wildtype
992,53.49,46.51,230,232,265,265,1.1472,19,60,0,Low,Wildtype
989,52.74,47.26,233,236,260,260,1.1087,17,60,0,Low,Wildtype
985,55.45,44.55,219,222,283,261,1.2336,26,65,1,Medium,Single Nucleotide Polymorphism
1023,52.17,47.83,244,247,266,266,1.0835,18,60,0,Low,Wildtype
1013,55.28,44.72,226,234,285,268,1.2022,26,60,1,Medium,Single Nucleotide Polymorphism
1004,54.79,45.21,226,221,289,268,1.2461,26,57,1,Medium,Single Nucleotide Polymorphism
1078,47.56,52.44,297,269,256,256,0.9046,41,64,1,Medium,Insertion
1024,51.15,48.85,250,252,261,261,1.0398,19,58,0,Low,Wildtype
908,49.6,50.4,228,230,225,225,0.9825,29,55,1,High,Deletion
1073,46.3,53.7,303,274,248,248,0.8596,40,62,1,Medium,Insertion
966,51.21,48.79,235,237,247,247,1.0466,18,62,0,Low,Wildtype
910,41.6,58.4,265,267,189,189,0.7105,20,59,1,High,Deletion
1013,61.89,38.11,193,188,348,284,1.6588,44,48,1,Critical,Frameshift Mutation
1055,51.44,48.56,256,257,271,271,1.0565,15,59,0,Low,Wildtype
953,53.8,46.2,220,221,256,256,1.161,16,59,0,Low,Wildtype
970,43.49,56.51,274,276,210,210,0.7636,27,55,1,High,Deletion
1144,49.39,50.61,304,275,282,283,0.9758,34,63,1,Medium,Insertion
961,52.22,47.78,229,232,250,250,1.0846,17,57,0,Low,Wildtype
979,51.74,48.26,236,237,253,253,1.0698,16,55,0,Low,Wildtype
1032,55.57,44.43,229,232,294,277,1.2386,32,56,1,Medium,Single Nucleotide Polymorphism
974,57.21,42.79,208,207,292,267,1.347,28,62,1,Medium,Single Nucleotide Polymorphism
1164,41.31,58.69,359,325,240,240,0.7018,38,62,1,Medium,Insertion
986,55.52,44.48,219,222,285,260,1.2358,22,56,1,Medium,Single Nucleotide Polymorphism
1014,58.04,41.96,212,213,305,284,1.3859,30,59,1,Medium,Single Nucleotide Polymorphism
1022,51.07,48.93,263,238,260,261,1.0399,35,60,1,Medium,Insertion
962,49.02,50.98,245,247,235,235,0.9553,22,61,0,Low,Wildtype
996,51.09,48.91,243,245,254,254,1.041,16,62,0,Low,Wildtype
1148,45.58,54.42,328,297,261,262,0.8368,36,63,1,Medium,Insertion
850,45.14,54.86,233,235,191,191,0.8162,25,49,1,High,Deletion
1009,55.97,44.03,222,221,294,272,1.2777,28,53,1,Medium,Single Nucleotide Polymorphism
1008,54.31,45.69,230,233,286,259,1.1771,30,56,1,Medium,Single Nucleotide Polymorphism
1030,51.0,49.0,252,254,262,262,1.0356,15,58,0,Low,Wildtype
946,57.41,42.59,201,206,278,261,1.3243,29,63,1,Medium,Single Nucleotide Polymorphism
986,58.9,41.1,202,209,296,279,1.399,31,59,1,Medium,Single Nucleotide Polymorphism
1006,52.89,47.11,236,238,266,266,1.1224,15,57,0,Low,Wildtype
1051,51.66,48.34,254,255,271,271,1.0648,17,57,0,Low,Wildtype
955,55.74,44.26,211,215,271,258,1.2418,25,55,1,Medium,Single Nucleotide Polymorphism
974,49.07,50.93,248,250,238,238,0.9558,20,55,0,Low,Wildtype
1014,50.26,49.74,252,254,254,254,1.004,16,58,0,Low,Wildtype
1043,52.03,47.97,250,251,271,271,1.0818,20,62,0,Low,Wildtype
1004,49.61,50.39,252,254,249,249,0.9842,17,58,0,Low,Wildtype
984,51.81,48.19,237,239,254,254,1.0672,17,60,0,Low,Wildtype
906,44.46,55.54,251,253,201,201,0.7976,29,50,1,High,Deletion
1071,56.48,43.52,233,227,316,295,1.3283,23,59,1,Medium,Single Nucleotide Polymorphism
1091,49.92,50.08,287,260,272,272,0.9945,36,65,1,Medium,Insertion
957,45.87,54.13,259,260,219,219,0.8439,25,45,1,High,Deletion
986,59.55,40.45,199,201,298,288,1.465,25,55,1,Medium,Single Nucleotide Polymorphism
1029,49.26,50.74,261,262,253,253,0.9675,22,61,0,Low,Wildtype
1032,54.61,45.39,234,237,286,275,1.1911,18,56,1,Medium,Single Nucleotide Polymorphism
922,57.54,42.46,195,195,278,254,1.3641,25,57,1,Medium,Single Nucleotide Polymorphism
1107,48.95,51.05,297,269,270,271,0.9558,28,64,1,Medium,Insertion
978,55.41,44.59,218,220,282,258,1.2329,21,58,1,Medium,Single Nucleotide Polymorphism
990,54.16,45.84,226,228,268,268,1.1806,20,58,0,Low,Wildtype
976,51.37,48.63,237,239,250,250,1.0504,23,63,0,Low,Wildtype
970,58.4,41.6,201,208,289,272,1.3716,26,57,1,Medium,Single Nucleotide Polymorphism
1144,50.43,49.57,298,270,288,288,1.0141,33,64,1,Medium,Insertion
1039,54.04,45.96,238,239,288,274,1.1782,38,58,1,Medium,Single Nucleotide Polymorphism
981,56.33,43.67,214,217,285,265,1.2761,29,58,1,Medium,Single Nucleotide Polymorphism
946,55.55,44.45,210,207,291,238,1.2686,51,47,1,Critical,Frameshift Mutation
1070,49.93,50.07,281,255,267,267,0.9963,32,65,1,Medium,Insertion
1034,51.56,48.44,250,252,266,266,1.0598,21,58,0,Low,Wildtype
1004,53.14,46.86,235,237,266,266,1.1271,20,61,0,Low,Wildtype
990,54.19,45.81,226,228,268,268,1.1806,17,58,0,Low,Wildtype
983,55.88,44.12,216,219,274,274,1.2598,15,62,0,Low,Wildtype
965,52.98,47.02,226,229,255,255,1.1209,18,63,0,Low,Wildtype
980,50.14,49.86,244,246,245,245,1.0,17,63,0,Low,Wildtype
973,46.82,53.18,258,261,227,227,0.8748,18,61,0,Low,Wildtype
969,53.7,46.3,224,225,260,260,1.1581,14,59,0,Low,Wildtype
925,40.25,59.75,276,277,186,186,0.6727,19,50,1,High,Deletion
1020,55.06,44.94,229,231,280,280,1.2174,20,61,0,Low,Wildtype
1001,57.16,42.84,214,219,292,276,1.3118,22,57,1,Medium,Single Nucleotide Polymorphism
953,59.08,40.92,194,196,293,270,1.4436,36,62,1,Medium,Single Nucleotide Polymorphism
1011,58.09,41.91,211,208,326,266,1.4129,48,47,1,Critical,Frameshift Mutation
